	University	Pedestrian	Neighbourhood	City	County	State	Country	Country_code	Road	Postcode	Footway	Suburb	Address29	Cycleway	Clothes	House_number	Hamlet	School	Town	Locality	Parking	Hospital	Village	Museum	College	Park	Convenience	Library	Attraction	Residential	Bicycle_parking	Building	City_district	Industrial	Commercial	Station	University	Subject	Stipend	LW Ratio	Academic Year	Program Year
985	University of Florida		Diamond Village Apartments	City of Gainesville Municipal Boundaries	Alachua County	Florida	USA	us	Mowry Road	32611																											University of Florida 	Statistics	20000	0.88	2019-2020	1st
986	Stanford University				Santa Clara County	California	USA	us	Palm Drive	94305-6015							Stanford																				Stanford University 	Education	44846	1.56	2019-2020	1st
987	University of Arizona			Phoenix	Maricopa County	Arizona	USA	us	East Polk Street	85004		Central City																									University of Arizona 	Biochemistry	25000	1.21	2019-2020	1st
988	University of Arizona			Phoenix	Maricopa County	Arizona	USA	us	East Polk Street	85004		Central City																									University of Arizona 	Biochemistry	25000	1.21	2018-2019	1st
989	University of Arizona			Phoenix	Maricopa County	Arizona	USA	us	East Polk Street	85004		Central City																									University of Arizona 	Biochemistry	24500	1.18	2018-2019	1st
990				Santa Cruz	Santa Cruz County	California	USA	us		95064		University of California Santa Cruz																									University of California - Santa Cruz	Biomolecular Engineering And Bioinformatics (BMEB)	33836	1.25	2019-2020	1st
991	BU		Audubon Square	Boston	Suffolk County	Massachusetts	USA	us	Commonwealth Avenue	02215		Fenway																									Boston University 	Romance Studies	23000	0.8	2019-2020	1st
992				Princeton	Mercer County	New Jersey	USA	us	University Place	08540											Lot 9																Princeton University	demography	34400	1.35	2019-2020	1st
993	Stanford University				Santa Clara County	California	USA	us	Palm Drive	94305-6015							Stanford																				Stanford University 	Sociology	37772	1.31	2018-2019	1st
994				Logan	Cache County	Utah	USA	us	Champ Drive	84322								Utah State University																			Utah State University 	Biology	24000	1.16	2019-2020	1st
995	University of Central Florida				Orange County	Florida	USA	us	Libra Drive	32816							University Park																				University of Central Florida 	Biology	11500	0.5	2018-2019	3rd
996	BU		Audubon Square	Boston	Suffolk County	Massachusetts	USA	us	Commonwealth Avenue	02215		Fenway																									Boston University 	Physics	33000	1.15	2018-2019	6th and up
997	Old Dominion University			Norfolk		Virginia	USA	us	Elkhorn Avenue	23508							Lamberts Point																				Old Dominion University 	department of biological sciences	15000	0.56	2018-2019	1st
998	University of Michigan			Ann Arbor	Washtenaw County	Michigan	USA	us	South State Street	48109						500																					University of Michigan - Ann Arbor 	Sociology	28778	1.25	2019-2020	1st
999			Medical District	Austin	Travis County	Texas	USA	us	San Jacinto Boulevard	78712						2152									University of Texas at Austin												University of Texas - Austin 	Sociology	24184	1.06	2019-2020	1st
1000	University of Wisconsin-Madison		Oakland Heights	Madison	Dane County	Wisconsin	USA	us		53726				Howard Temin Lakeshore Path																							University of Wisconsin - Madison 	Computer Science	22359	0.98	2018-2019	1st
1001			The Hill	Boulder	Boulder County	Colorado	USA	us	Broadway	80802						1030								HEND													University of Colorado - Boulder 	Atmospheric and Ocean Science	20451	0.8	2018-2019	1st
1002	Carnegie Mellon University Silicon Valley				Santa Clara County	California	USA	us	South Akron Road	94035-0016																								ARC			Carnegie Mellon University 	Economics	26800	1.29	2018-2019	2nd
1003	University of Alabama			Tuscaloosa	Tuscaloosa County	Alabama	USA	us	Fraternity Lane	35487		West End																									University of Alabama 	Marketing 	18000	0.86	2018-2019	1st
1004	University of Michigan			Ann Arbor	Washtenaw County	Michigan	USA	us	South State Street	48109						500																					University of Michigan - Ann Arbor 	Sociology	24710	1.07	2019-2020	1st
1005	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Economics	29350	1.32	2019-2020	1st
1006	Yale University			West Haven	New Haven County	Connecticut	USA	us	West Campus Drive	06516																											Yale University 	Economics	40000	1.62	2019-2020	1st
1007	University of Chicago		Woodlawn	Chicago	Cook County	Illinois	USA	us	South Ellis Avenue	60637																											University of Chicago 	Economics	39000	1.61	2019-2020	1st
1008	Washington University in St. Louis		Fountain Park	Saint Louis	City of Saint Louis	Missouri	United States of America	us		63112-0040				Wheels Path																							Washington University in St. Louis 	Computer Science	30000	1.45	2019-2020	1st
1009	Rice University			Houston	Harris County	Texas	USA	us	Stockton Drive	77005-1890																											Rice University	Political Science 	25600	1.17	2019-2020	1st
1010	Emory University		Emory Highlands		DeKalb County	Georgia	USA	us	Gambrell Drive Northeast	30322		Oakhurst											North Decatur														Emory University	Sociolgoy	33500	1.44	2019-2020	1st
1011	Emory University		Emory Highlands		DeKalb County	Georgia	USA	us	Gambrell Drive Northeast	30322		Oakhurst											North Decatur														Emory University	Sociolgoy	33500	1.44	2019-2020	1st
1012	Northwestern University		Downtown	Evanston	Cook County	Illinois	USA	us	Haven Street	60201																											Northwestern University 	Sociology	38500	1.59	2019-2020	1st
1013	UNC-Chapel Hill				Orange County	North Carolina	USA	us	Ehringhaus Drive	275199									Chapel Hill																		University of North Carolina - Chapel Hill 	political science	15000	0.67	2018-2019	1st
1014	CUNY Graduate School and University Center			NYC	New York County	New York	USA	us	5th Avenue	10016		Manhattan				365																					CUNY Graduate School and University Center	Chemistry	30000	1.01	2019-2020	1st
1015	University of California, Davis				Yolo County	California	USA	us	Apiary Drive	95616-5270																											University of California - Davis 	BMCDB	31609	1.32	2018-2019	1st
1016				Knoxville	Knox County	Tennessee	USA	us	Melrose Avenue	37916		Fort Sanders						University of Tennessee																			University of Tennessee - Knoxville	Computer Science	33800	1.59	2018-2019	1st
1017	University of Virginia			Charlottesville		Virginia	USA	us	Emmet Street North	22901																											University of Virginia 	Psychology	24000	1.05	2019-2020	1st
1018				Oxford	Lafayette County	Mississippi	United States of America	us	University Avenue	38677						412								University of Mississippi Museum													University of Mississippi 	Electrical Engineering	9690	0.45	2018-2019	2nd
1019	Carnegie Mellon University Silicon Valley				Santa Clara County	California	USA	us	South Akron Road	94035-0016																								ARC			Carnegie Mellon University 	Computer Science	31945	1.54	2018-2019	1st
1020	Texas Tech University		South Overton	Lubbock	Lubbock County	Texas	USA	us	Broadway Street	79409						2500																					Texas Tech University 	Chemistry and Biochemistry	19800	0.98	2019-2020	1st
1021	Rockefeller University			NYC	New York County	New York	USA	us	York Avenue	10065		Manhattan				1230																					Rockefeller University	Chemical Biology	38900	1.31	2018-2019	2nd
1022	Vanderbilt University			Nashville-Davidson	Davidson County	Tennessee	USA	us	Garland Avenue	37212																											Vanderbilt University	Psychological Sciences	31000	1.35	2018-2019	1st
1023				Knoxville	Knox County	Tennessee	USA	us	Melrose Avenue	37916		Fort Sanders						University of Tennessee																			University of Tennessee - Knoxville	Kinesiology, Recreation, and Sport Studies	22500	1.06	2018-2019	2nd
1024	UMN			St. Paul	Ramsey County	Minnesota	USA	us	North Brompton Street	55108																											University of Minnesota - Twin Cities 	Interdepartmental Graduate Program in Neuroscience	30000	1.31	2018-2019	1st
1025	University of Florida		Diamond Village Apartments	City of Gainesville Municipal Boundaries	Alachua County	Florida	USA	us	Mowry Road	32611																											University of Florida 	pharmaceutical sciences	32000	1.41	2019-2020	1st
1026	NYU		Washington Square Village	NYC	New York County	New York	United States of America	us		10012	Laguardia Place	Manhattan																									New York University 	Political Science	29850	1.0	2019-2020	1st
1027	The Ohio State University		Riverview	Columbus	Franklin County	Ohio	USA	us	W Lane Ave	43221																											Ohio State University 	Sociology/PhD	17280	0.86	2019-2020	1st
1028	UC Berkeley			Oakland	Alameda County	California	USA	us	Centennial Drive	94720-1076																											University of California - Berkeley	Plant and Microbial Biology	37000	1.33	2019-2020	1st
1029			Tomanet Estates	Austin	Travis County	Texas	United States of America	us	Oak Creek Drive	78727																									Baylor University		Baylor University 	Biology	23371	1.18	2018-2019	3rd
1030	Cornell University				Ithaca Town	New York	USA	us	Forest Home Drive	14853										Forest Home																	Cornell University 	Management	37600	1.55	2018-2019	1st
1031	Washington University in St. Louis		Fountain Park	Saint Louis	City of Saint Louis	Missouri	United States of America	us		63112-0040				Wheels Path																							Washington University in St. Louis 	DBBS plus Olin Fellowship	33000	1.6	2018-2019	1st
1032	MCW			Wauwatosa	Milwaukee County	Wisconsin	USA	us	East Connell Court	53226						8701																					Medical College of Wisconsin	Biomedical engineering	31000	1.44	2019-2020	1st
1033	UC Berkeley			Oakland	Alameda County	California	USA	us	Centennial Drive	94720-1076																											University of California - Berkeley	Plant and Microbial Biosciences	37080	1.34	2019-2020	1st
1034					Wayne County	Indiana	USA	us	West Cart Road	47374									Richmond						Indiana University East												Indiana University	Political Science	15345	0.71	2018-2019	3rd
1035	Rice University			Houston	Harris County	Texas	USA	us	Stockton Drive	77005-1890																											Rice University	Computer science	22000	1.01	2018-2019	1st
1036	University of Wisconsin-Madison		Oakland Heights	Madison	Dane County	Wisconsin	USA	us		53726				Howard Temin Lakeshore Path																							University of Wisconsin - Madison 	History	26140	1.14	2019-2020	1st
1037	University of Washington		Montlake	Seattle	King County	Washington	USA	us	Jefferson Road Northeast	98195-2350		University District																									University of Washington 	Sociology 	19869	0.85	2019-2020	1st
1038	University of Michigan			Ann Arbor	Washtenaw County	Michigan	USA	us	South State Street	48109						500																					University of Michigan - Ann Arbor 	School of Education 	30000	1.3	2018-2019	2nd
1039			Five Points	Atlanta	Fulton County	Georgia	USA	us	Courtland Street Southeast	30303								Georgia State University																			Georgia State University 	Psychology	14700	0.63	2019-2020	1st
1040	Northwestern University		Downtown	Evanston	Cook County	Illinois	USA	us	Haven Street	60201																											Northwestern University 	Sociology	32844	1.35	2019-2020	1st
1041	University of California, Irvine			Irvine	Orange County	California	USA	us	East Peltason Drive	92612		Turtle Rock																									University of California - Irvine 	cell and molecular biosciences	32000	1.09	2018-2019	1st
